Model,Station,R2,MSE,MAE,MAPE,RMSE,sMAPE(%),MASE,Time(s)
SVR,Barcelos,0.0047,0.9838,0.659,16.4536,0.9918,14.5692,0.6748,0.2
Ridge,Barcelos,0.0178,0.9708,0.6853,17.0628,0.9853,15.1041,0.7018,0.0
XGBoost,Barcelos,-0.4569,1.44,0.8753,19.8054,1.2,19.5932,0.8963,0.22
Random Forest,Barcelos,-0.7202,1.7002,1.1075,24.4423,1.3039,23.618,1.1341,2.97
