Model,Station,R2,MSE,MAE,MAPE,RMSE,sMAPE(%),MASE,Time(s)
SVR,Labrea,0.08574000000000001,1.06822,0.77788,22.10744,1.03064,17.4818,0.8086,0.306
Ridge,Labrea,0.0908,1.06272,0.79356,21.917279999999998,1.02798,17.84852,0.82462,0.062
Random Forest,Labrea,0.08518,1.07162,0.79658,21.727520000000002,1.03152,17.98254,0.82782,5.136
XGBoost,Labrea,0.08944,1.06636,0.79728,21.6756,1.0290599999999999,17.985500000000002,0.8287800000000001,1.506
