Model,Station,R2,MSE,MAE,MAPE,RMSE,sMAPE(%),MASE,Time(s)
SVR,Tefe,0.0089,1.1084,0.6851,21.1185,1.0528,16.0104,0.6181,0.23
Ridge,Tefe,0.0458,1.0671,0.7465,21.3396,1.033,17.365,0.6736,0.0
XGBoost,Tefe,-0.0801,1.208,0.8422,23.5512,1.0991,19.502,0.7599,0.15
Random Forest,Tefe,-0.1091,1.2404,0.8432,23.9839,1.1137,19.4192,0.7607,3.04
