Model,Station,R2,MSE,MAE,MAPE,RMSE,sMAPE(%),MASE,Time(s)
SVR,Parintins,0.21884,1.05642,0.7739,21.7464,1.02432,17.3249,0.85078,0.306
Random Forest,Parintins,0.21753999999999998,1.0603,0.7926,21.4351,1.02556,17.78182,0.8720600000000001,5.258
XGBoost,Parintins,0.21172,1.0681800000000001,0.79754,21.5622,1.02912,17.88448,0.8772,1.58
Ridge,Parintins,0.13879999999999998,1.1612,0.83532,22.56882,1.0708600000000001,18.36316,0.9172,0.062
