Model,Station,R2,MSE,MAE,MAPE,RMSE,sMAPE(%),MASE,Time(s)
SVR,Manaus,0.06046,1.37542,0.9112600000000001,27.37336,1.16898,21.09358,0.852,0.316
XGBoost,Manaus,0.043340000000000004,1.40162,0.93902,26.992020000000004,1.17988,21.75508,0.8777799999999999,1.6
Ridge,Manaus,0.0462,1.39464,0.93908,27.24454,1.1776,21.68434,0.87782,0.062
Random Forest,Manaus,0.02394,1.4292,0.94696,27.12172,1.19156,21.9388,0.8853200000000001,5.298
