Model,Station,R2,MSE,MAE,MAPE,RMSE,sMAPE(%),MASE,Time(s)
SVR,Parintins,0.2292,1.04492,0.75496,21.60074,1.0185600000000001,17.01866,0.83718,2.294
Random Forest,Parintins,0.27404,0.98088,0.7563,20.80018,0.9877800000000001,17.07806,0.83916,67.654
Ridge,Parintins,0.23188,1.03838,0.7694,21.52156,1.0161799999999999,17.297919999999998,0.85352,0.178
XGBoost,Parintins,0.23048000000000002,1.0358399999999999,0.79084,21.27706,1.01546,17.77844,0.87686,29.326
