Model,Station,R2,MSE,MAE,MAPE,RMSE,sMAPE(%),MASE,Time(s)
SVR,Benjamin Constant,0.0136,0.8882,0.7663,19.5849,0.9425,17.9673,0.7015,12.95
Random Forest,Benjamin Constant,-0.0228,0.921,0.7716,20.4637,0.9597,18.0623,0.7063,223.48
Ridge,Benjamin Constant,-0.004,0.904,0.7844,20.0686,0.9508,18.3911,0.718,2.79
XGBoost,Benjamin Constant,-0.0751,0.9681,0.8171,20.8873,0.9839,19.133,0.748,44.66
