Model,Station,R2,MSE,MAE,MAPE,RMSE,sMAPE(%),MASE,Time(s)
Random Forest,Manaus,-0.0452,1.7017,1.0301,45.9139,1.3045,28.0475,0.9171,147.99
Ridge,Manaus,-0.1026,1.7951,1.0516,47.0675,1.3398,28.4688,0.9362,0.57
SVR,Manaus,-0.2432,2.024,1.0873,50.1353,1.4227,29.0964,0.968,12.75
XGBoost,Manaus,-0.1899,1.9372,1.0881,46.8991,1.3918,29.243,0.9688,41.34
