Model,Station,R2,MSE,MAE,MAPE,RMSE,sMAPE(%),MASE,Time(s)
SVR,Labrea,0.07094,1.08258,0.77442,22.2684,1.03836,17.44236,0.8139,2.0460000000000003
Ridge,Labrea,0.11240000000000001,1.03604,0.77974,21.7703,1.0153,17.58562,0.8192,0.164
Random Forest,Labrea,0.11406000000000001,1.03698,0.79248,21.60532,1.01476,17.871480000000002,0.8324199999999999,54.257999999999996
XGBoost,Labrea,-0.024319999999999998,1.20742,0.8702,22.56234,1.09086,19.61482,0.91458,26.890000000000004
