Model,Station,R2,MSE,MAE,MAPE,RMSE,sMAPE(%),MASE,Time(s)
SVR,S.G.Cachoeira,0.0007999999999999993,1.3190000000000002,0.89168,26.908000000000005,1.14572,20.75424,0.7904199999999999,2.86
Random Forest,S.G.Cachoeira,0.03226,1.27512,0.9012,26.0648,1.1272,21.01802,0.7988799999999999,59.088
Ridge,S.G.Cachoeira,0.033699999999999994,1.27386,0.9016,26.121699999999997,1.1265,21.0261,0.79914,0.184
XGBoost,S.G.Cachoeira,-0.00976,1.3251,0.91776,26.24384,1.14962,21.43022,0.81376,26.256
