Model,Station,R2,MSE,MAE,MAPE,RMSE,sMAPE(%),MASE,Time(s)
SVR,Iaurete,0.2246,1.0677,0.75,20.1054,1.0333,17.4815,0.6294,14.13
XGBoost,Iaurete,0.083,1.2627,0.8074,21.2556,1.1237,18.7496,0.6775,39.62
Random Forest,Iaurete,0.0091,1.3645,0.8086,21.598,1.1681,18.761,0.6785,150.95
Ridge,Iaurete,0.0316,1.3335,0.8133,21.389,1.1548,18.8624,0.6825,0.54
