Model,Station,R2,MSE,MAE,MAPE,RMSE,sMAPE(%),MASE,Time(s)
SVR,Manaus,0.06544,1.36548,0.8947200000000001,27.44642,1.16442,20.7489,0.83822,2.146
Ridge,Manaus,0.09844,1.3163,0.90086,26.745420000000003,1.14358,20.920859999999998,0.84376,0.164
Random Forest,Manaus,0.10626,1.3035999999999999,0.9197599999999999,26.281299999999998,1.13854,21.34964,0.86128,68.756
XGBoost,Manaus,0.058179999999999996,1.3711600000000002,0.9328,26.756579999999996,1.1679,21.63704,0.8737600000000001,28.571999999999996
