Model,Station,R2,MSE,MAE,MAPE,RMSE,sMAPE(%),MASE,Time(s)
SVR,Coari,0.00578,1.20498,0.83918,23.42126,1.09372,18.7065,0.81332,2.064
Ridge,Coari,0.03758,1.1633799999999999,0.84548,22.819,1.07554,18.86892,0.8192,0.162
Random Forest,Coari,0.05524,1.14266,0.84594,22.61308,1.066,18.914859999999997,0.8192999999999999,55.465999999999994
XGBoost,Coari,-0.005460000000000002,1.2191800000000002,0.8808199999999999,23.08694,1.09958,19.6804,0.8534,25.742
