Model,Station,R2,MSE,MAE,MAPE,RMSE,sMAPE(%),MASE,Time(s)
SVR,Codajas,0.0316,1.24658,0.8468199999999999,24.586759999999998,1.11392,19.2543,0.82858,1.998
Ridge,Codajas,0.07264,1.1935,0.8543799999999999,23.86654,1.0898999999999999,19.44924,0.8359400000000001,0.158
Random Forest,Codajas,0.08538,1.17812,0.8638199999999999,23.69574,1.08266,19.6713,0.84508,61.524
XGBoost,Codajas,0.008079999999999995,1.27674,0.9012799999999999,24.35624,1.1263400000000001,20.507640000000002,0.88214,26.375999999999998
